x,t,L
52,1,900
42,1,1500
52,1,600
62,1,600
40,1,1200
87,1,600
51,1,900
49,1,520
49,1,600
38,1,1500
53,1,600
32,1,1500
64,1,450
40,1,1500
7,1,2400
59,1,600
64,1,900
55,1,1350
46,1,1200
61,1,900
5,1,2400
34,1,754
54,1,1500
62,1,435
62,1,600
55,1,600
56,1,1200
21,1,1200
49,1,1500
56,1,900
56,1,600
58,1,1200
30,1,730
30,1,890
36,1,1241
36,1,694
78,1,600
44,1,2400
49,0,1200
41,1,2400
56,1,900
44,1,2400
45,1,1500
65,1,600
37,1,900
39,1,900
69,1,900
55,1,480
55,1,600
50,1,350
50,1,600
30,1,1500
62,1,600
54,1,1800
70,1,600
55,1,1500
51,1,1200
53,1,1500
33,1,1500
51,1,600
63,1,205
63,1,600
39,1,1500
23,1,1500
51,1,115
51,1,600
48,1,125
48,1,600
56,1,600
58,1,1200
51,1,600
46,1,600
59,1,1200
54,1,1500
63,1,600
59,1,600
31,1,691
31,1,854
32,1,1106
32,1,819
62,1,600
25,1,1800
42,1,1500
65,1,1500
40,1,375
40,1,600
58,1,600
63,1,600
41,1,1500
59,1,900
28,1,1800
48,1,515
48,1,600
57,1,1500
74,1,1500
43,1,1500
63,1,205
63,1,600
68,1,900
60,1,600
7,1,1500
64,1,1800
45,2,600
45,2,300
71,1,600
55,1,1200
46,1,1500
48,1,1050
32,1,186
32,1,819
59,1,1500
58,1,900
66,0,1200
56,1,1500
54,1,750
37,1,900
48,1,1800
50,1,1500
47,1,600
52,1,1050
49,1,750
68,1,900
46,1,1500
31,1,854
31,1,201
53,1,2400
60,1,65
60,1,600
45,1,600
35,1,2400
36,1,2400
36,1,2400
51,1,1500
44,1,600
43,1,185
43,1,600
62,1,285
62,1,600
59,1,600
61,1,750
41,0,2100
47,1,1200
47,1,1500
44,1,1500
72,1,600
76,1,600
56,1,1500
31,1,3600
30,1,3600
51,1,1500
45,1,3000
51,1,3000
33,1,3000
55,1,1200
46,1,750
56,1,600
22,1,87
22,1,1243
60,1,1200
42,1,600
45,1,600
45,1,530
43,1,600
43,1,685
51,1,1800
44,1,1500
53,1,1500
55,1,1050
43,1,2400
49,1,1200
56,1,1500
57,1,1200
46,1,1800
74,1,600
42,1,1800
38,1,638
38,1,447
45,1,1500
51,1,600
52,1,600
49,1,1500
59,1,1500
64,1,450
42,1,600
64,1,125
64,1,600
25,1,1200
36,1,694
47,1,175
47,1,600
20,1,1500
43,1,3600
34,1,1500
27,1,3000
50,1,1200
43,1,1200
31,1,3600
56,1,1060
56,1,600
55,1,480
55,1,600
64,1,125
64,1,600
37,1,2400
46,1,600
21,1,2400
60,1,600
26,1,1500
33,1,786
53,1,900
34,1,1650
50,1,600
57,1,1050
50,1,180
50,1,600
52,1,225
52,1,600
20,1,1500
19,1,1500
63,1,900
59,1,1500
32,1,2400
64,1,1950
61,1,600
59,1,1500
72,1,1500
67,1,900
65,1,900
53,1,600
53,1,315
54,1,1800
40,0,965
40,0,600
44,1,840
44,1,600
24,1,1075
24,1,1145
48,1,710
48,1,600
62,1,1800
19,1,1500
27,1,1010
22,1,1800
56,1,600
30,1,2400
47,1,2100
40,1,600
62,1,900
48,1,600
58,1,600
51,1,600
31,1,1500
61,1,900
52,1,1500
40,1,2100
56,1,900
27,1,1800
29,1,1800
64,1,600
25,1,1050
55,1,1500
40,1,165
40,1,600
33,1,1500
53,1,1500
25,1,1500
58,1,1500
18,1,1500
26,1,3000
67,1,600
24,1,1200
59,1,1200
28,1,252
28,1,968
55,1,1500
46,1,600
60,1,1200
52,1,1800
65,1,600
63,1,350
63,1,600
42,1,1800
26,1,2400
61,1,600
48,1,600
57,1,1500
32,1,1500
25,1,1500
24,1,1145
67,1,750
57,1,2400
80,1,600
81,1,600
48,1,600
47,1,1050
47,1,1050
25,1,912
25,1,1098
55,1,1200
55,1,55
55,1,600
65,1,1500
40,1,1500
32,1,646
32,1,819
33,1,604
33,1,786
19,1,2400
60,1,1500
51,1,600
51,1,285
48,1,1500
46,1,1500
44,1,900
59,1,1500
47,1,900
48,1,900
55,1,2400
7,1,1500
38,1,1500
36,1,1500
36,1,694
54,1,600
57,1,600
73,1,600
83,1,600
78,1,600
23,1,1500
45,1,900
59,1,900
43,1,935
43,1,600
53,1,535
53,1,600
65,1,600
60,1,325
60,1,600
67,1,1050
46,1,1800
63,1,600
1,1,2400
52,1,380
52,1,600
49,1,1200
46,1,600
52,1,600
46,1,1050
54,1,2550
39,1,900
49,1,1200
21,1,1500
48,1,1500
42,1,415
42,1,600
27,1,1800
48,1,2100
58,1,900
63,1,205
63,1,600
62,1,285
62,1,600
54,1,1950
57,1,1500
55,1,1500
46,1,670
46,1,600
26,1,72
26,1,1053
57,1,1500
44,1,1500
22,1,1500
59,1,1500
52,1,600
58,1,1500
60,1,1500
52,1,380
52,1,600
34,1,2400
36,1,900
28,1,1417
28,1,968
59,1,1200
55,1,1200
53,1,1200
37,1,3000
2,1,3000
5,1,3000
34,1,3000
17,1,1500
53,1,600
68,1,600
67,1,600
47,1,1500
54,1,600
30,1,890
71,1,600
47,1,600
59,1,1050
39,1,612
50,1,600
34,1,754
52,1,1500
50,1,1500
56,1,600
42,1,600
54,1,110
54,1,600
58,1,1800
21,1,3600
56,1,1200
49,1,1200
45,1,1500
30,1,1500
1,1,1500
48,1,2100
54,1,1800
33,1,1200
53,1,600
51,1,600
64,1,125
64,1,600
18,1,2100
56,1,900
44,1,600
66,0,600
59,0,450
59,0,600
20,0,1950
59,1,600
59,1,150
59,1,900
64,1,600
52,1,1200
44,1,1200
53,1,1500
59,1,1500
55,1,1200
68,1,600
53,1,315
53,1,600
56,1,600
15,1,900
68,1,1200
30,1,1500
30,1,1500
57,1,600
49,1,600
37,1,2400
1,1,3600
40,1,1500
52,1,600
54,0,1800
46,1,600
44,1,1800
56,1,1500
51,1,1050
39,1,3000
70,1,900
44,1,1500
62,1,285
62,1,600
2,1,2550
39,1,1500
31,1,3000
39,1,1500
38,1,900
31,1,2400
35,1,2400
52,1,610
52,1,600
46,1,1200
63,1,205
63,1,600
26,1,622
26,1,1053
45,1,1500
35,1,1500
46,1,600
32,1,819
58,1,1800
42,1,900
50,1,1500
54,1,900
39,1,3000
23,1,2100
20,1,2100
50,1,2100
45,1,755
45,1,600
24,1,1200
59,1,600
59,1,750
20,1,2400
44,1,605
44,1,600
57,1,900
48,1,3600
17,1,2400
58,1,1200
53,1,1500
49,1,1200
53,1,600
23,1,1500
46,1,1200
48,1,600
58,1,1200
50,1,1200
61,1,600
68,1,600
46,1,600
46,1,240
65,1,600
64,1,600
64,1,125
61,1,600
55,1,1500
58,1,850
58,1,600
58,1,600
64,1,600
62,1,1200
54,1,600
55,1,600
57,1,600
49,1,520
49,1,600
49,1,520
49,1,600
51,1,1800
61,1,520
61,1,600
35,0,1800
7,1,1200
57,1,630
57,1,600
66,1,900
57,1,955
57,1,600
51,1,1050
50,1,1050
45,1,75
45,1,600
55,1,55
55,1,600
14,1,1800
17,1,1800
50,1,5
50,1,600
26,1,1500
31,1,1500
52,0,3600
39,1,1500
6,1,2400
8,1,2400
52,1,1200
50,1,525
50,1,600
65,1,600
40,1,165
40,1,600
34,1,981
34,1,754
28,1,600
32,1,1500
57,1,600
58,1,600
32,1,2400
7,1,1500
33,1,1050
33,1,2100
37,1,1350
49,1,1800
64,1,1500
45,1,600
45,1,75
52,1,1500
50,1,1200
31,1,1500
43,1,2400
54,1,110
54,1,600
24,1,1500
60,1,1500
50,1,1200
56,1,1500
50,1,525
50,1,600
54,1,600
50,1,1200
27,1,1500
40,1,1500
9,1,1500
38,1,1500
30,1,890
39,1,418
39,1,612
52,0,1500
44,1,1500
40,1,1500
35,1,1500
66,1,1950
41,1,1500
57,1,1500
42,1,1500
66,1,600
36,1,1650
59,1,600
48,0,1800
61,1,520
61,1,600
69,1,600
73,1,600
54,1,1500
25,1,1800
51,1,600
47,1,1500
53,1,1500
25,1,2400
46,1,885
46,1,600
37,1,666
54,1,600
53,1,600
59,1,600
48,1,710
48,1,600
49,1,2100
50,1,600
44,1,1200
32,1,900
39,1,900
34,1,1500
33,1,484
33,1,786
50,1,900
60,1,600
49,1,900
63,1,600
42,1,1800
42,1,1500
69,1,600
38,1,1427
38,1,638
49,1,1650
50,1,1500
52,1,3600
41,1,1500
26,1,1500
66,1,600
24,1,1500
54,1,1500
40,1,1500
48,1,600
58,1,900
44,1,365
44,1,600
56,1,1500
54,1,1500
45,1,395
45,1,600
38,1,2400
18,1,1800
38,1,1200
69,1,600
23,1,1950
43,1,200
43,1,600
41,1,1500
45,1,1500
53,1,600
63,1,600
63,1,205
18,1,1500
19,1,1500
30,1,345
30,1,890
75,1,900
45,1,1950
31,1,756
31,1,854
56,1,1500
57,1,1500
47,1,1800
64,0,600
54,1,600
61,0,600
53,1,600
35,1,723
57,1,1500
48,1,320
48,1,600
47,1,385
47,1,600
65,1,1500
33,1,786
52,1,1650
61,1,520
61,1,600
40,1,670
40,1,600
66,0,600
52,1,1500
51,1,3600
55,1,1500
62,1,600
50,1,3000
57,1,630
57,1,600
32,1,1200
60,1,600
40,1,1500
48,1,1500
69,1,600
72,1,600
63,1,1200
10,1,1800
9,1,1800
43,1,1800
48,1,600
60,1,3000
12,1,1200
14,1,1200
35,1,922
35,1,723
52,1,1500
31,1,691
31,1,854
26,1,2400
38,1,638
28,1,1417
28,1,968
57,0,1500
70,0,1500
31,1,1050
33,1,786
48,1,600
48,1,710
47,1,1500
29,1,3600
50,1,1500
49,1,750
24,1,750
50,1,350
50,1,600
59,0,150
59,0,600
66,1,1050
42,1,600
42,1,3000
2,1,3000
39,1,900
45,1,2550
4,1,3000
46,1,1500
46,1,1500
45,0,1500
38,0,3600
49,1,1050
59,0,600
52,1,1500
59,1,600
46,1,1200
24,1,1650
65,1,750
22,1,1500
22,1,1050
49,1,600
41,0,3600
49,1,1200
63,1,600
64,1,900
33,0,2400
67,1,900
20,1,1500
44,1,600
54,1,1500
43,0,935
43,0,600
59,1,1800
22,1,2400
56,1,1060
56,1,600
31,1,1176
31,1,854
60,1,455
60,1,600
48,1,600
65,1,1500
61,1,370
61,1,600
44,1,450
44,1,600
52,1,310
52,1,600
55,1,1500
47,1,900
62,1,600
48,1,3000
45,1,1950
35,1,1050
62,1,600
25,1,2400
55,1,1500
61,1,450
56,0,1500
59,1,150
59,1,600
31,1,1500
40,1,1200
7,1,3000
50,1,525
50,1,600
44,0,1500
54,1,600
63,1,600
44,1,600
47,1,1500
43,1,600
49,1,600
47,1,2400
57,0,265
57,0,600
54,0,1950
47,1,600
7,1,4200
27,1,1500
40,1,600
63,1,1050
53,0,655
53,0,600
53,0,655
53,0,600
30,1,750
38,1,1500
39,1,1500
60,0,1500
1,1,1500
22,1,1243
60,1,600
37,1,3000
9,1,3000
46,1,1800
47,1,3000
72,1,600
19,1,4200
63,1,600
59,1,750
51,1,450
51,1,600
64,1,1500
8,1,2100
23,1,747
23,1,1193
21,1,1500
35,1,723
35,1,922
51,1,1200
49,1,1500
50,1,900
45,1,900
51,1,1200
49,1,1950
55,1,600
60,1,600
59,1,600
65,1,600
48,1,600
60,1,900
58,1,900
62,1,600
20,1,1500
70,1,600
23,1,1147
23,1,1193
64,1,750
36,1,871
36,1,694
18,1,3000
27,1,1500
48,1,1500
47,1,450
24,1,700
24,1,1145
57,1,600
54,1,600
49,0,3000
37,0,900
44,1,1050
28,1,968
42,1,600
45,1,600
48,1,2550
22,1,1500
55,1,600
43,1,600
62,1,3000
28,1,1417
28,1,968
56,1,1500
28,1,968
47,1,750
54,1,3000
57,1,2400
30,1,1050
69,1,1200
57,0,600
57,0,265
48,1,600
48,1,515
33,1,169
33,1,786
52,1,1500
44,1,600
62,1,600
62,1,260
32,1,750
36,0,1200
40,1,3600
43,1,600
46,1,600
37,0,1500
62,1,900
64,1,600
30,1,890
64,1,600
53,1,600
55,1,1500
59,1,1200
60,1,1200
49,1,1500
66,1,600
65,1,600
24,1,1200
49,1,210
49,1,600
55,1,1500
42,1,565
42,1,600
51,1,3600
65,1,2400
48,1,600
15,1,1500
16,1,1500
64,1,600
61,1,600
57,1,900
62,1,600
18,1,3000
24,1,1350
48,1,20
48,1,600
32,1,1200
38,1,1350
28,1,968
28,1,1417
55,1,600
48,1,1200
54,1,1500
34,1,571
34,1,754
42,1,900
38,0,900
62,1,600
62,1,285
62,1,600
62,1,285
55,1,1200
25,1,1500
44,1,840
44,1,600
53,1,1500
54,1,1200
42,1,3000
54,1,1200
43,1,1500
45,1,1200
64,1,1200
57,1,600
29,0,1500
28,0,1500
61,1,600
22,0,2100
41,1,900
62,1,600
42,1,1500
50,0,1200
43,1,600
35,1,1050
49,1,1500
43,1,600
20,0,1500
48,1,1050
48,1,1350
20,0,1500
25,1,900
45,1,1200
65,1,1500
53,0,1200
49,0,1500
48,0,1500
62,0,1500
35,0,1200
50,1,1500
33,1,3600
18,1,2400
59,1,450
59,1,600
31,1,2400
50,1,1200
50,1,1200
28,1,1500
63,1,1800
16,1,1500
65,1,900
34,1,1050
52,0,310
52,0,600
26,1,1800
18,1,3000
28,1,968
24,1,1145
55,1,3600
47,1,600
53,1,600
5,0,1500
27,0,1500
42,1,600
60,0,1500
54,1,600
56,1,1500
65,1,600
26,1,3000
27,1,430
27,1,1010
54,0,600
67,1,600
34,1,1500
57,1,630
57,1,600
35,1,477
35,1,723
17,1,3000
54,1,900
39,1,1800
33,0,1200
34,1,1500
16,1,3000
54,1,570
54,1,600
45,0,600
29,1,900
19,1,1500
38,1,600
42,1,600
54,1,570
54,1,600
57,1,1200
64,1,600
64,1,270
46,1,885
46,1,600
34,1,1500
17,1,1500
40,1,1500
50,1,600
37,1,1500
56,1,725
56,1,600
58,1,900
49,1,600
36,1,3600
60,1,1200
62,0,600
56,0,600
45,1,4200
58,1,1200
35,1,1200
52,1,600
60,1,455
60,1,600
57,1,790
57,1,600
57,1,630
57,1,600
49,1,600
66,1,600
25,1,2400
70,1,600
42,1,1200
47,1,1500
47,1,590
47,1,600
30,1,1200
41,1,1200
46,1,2400
38,1,638
24,1,1500
39,1,1500
60,1,600
59,0,600
59,0,450
66,1,1650
40,1,1500
66,1,600
59,0,750
59,0,600
46,1,1800
3,1,1500
47,1,2400
49,1,1200
40,1,1500
44,1,3000
52,1,3000
48,1,3000
55,1,3600
57,1,630
57,1,600
56,1,725
56,1,600
45,1,2400
59,1,1500
57,1,1500
32,1,4200
53,1,600
35,1,1500
57,1,750
55,1,750
49,1,600
44,1,1500
57,1,600
47,1,1500
50,1,350
50,1,600
56,1,600
51,1,1650
12,1,1800
35,1,1500
12,1,1800
35,1,900
30,1,1500
45,1,900
54,1,1650
51,1,1500
50,1,1500
32,1,1500
39,1,1200
48,0,600
53,1,2400
42,1,1800
62,1,600
22,1,1243
49,1,1800
64,0,600
64,0,125
60,1,2100
29,1,900
54,1,900
26,0,2400
57,1,1200
48,0,1200
37,0,3000
6,0,4200
6,0,4200
63,1,1500
41,0,1200
69,1,600
23,0,342
23,0,1193
55,1,1500
24,1,1500
61,0,900
55,0,750
37,1,2400
47,1,795
47,1,600
64,1,600
23,1,2400
46,1,1950
47,1,1200
51,1,1200
27,0,2400
54,1,1500
26,1,3000
23,1,2100
42,1,505
42,1,600
53,1,535
53,1,600
56,1,725
56,1,600
54,1,465
54,1,600
30,1,1500
35,1,1500
47,1,1500
39,0,750
35,1,1200
47,1,1500
51,1,600
51,1,690
47,1,1500
36,1,694
37,1,1200
56,0,725
56,0,600
56,1,1060
56,1,600
55,1,395
55,1,600
55,1,600
51,1,600
28,1,2400
45,1,600
66,1,600
55,1,600
60,0,610
60,0,600
45,1,1200
41,0,2400
45,0,2400
46,1,600
49,1,1500
65,1,1500
19,1,2400
44,1,600
21,1,2400
55,0,600
53,0,600
37,1,379
37,1,666
24,1,2400
38,1,3600
29,1,392
29,1,928
34,1,1500
42,1,600
49,0,1200
55,1,450
37,0,1500
57,0,265
57,0,600
30,0,890
30,0,215
60,1,1500
64,1,600
53,1,1050
25,1,1500
49,1,1800
12,1,1800
47,1,1800
45,1,1500
60,0,1050
72,1,600
48,1,1950
30,1,890
50,1,1200
54,1,1200
47,1,600
65,1,600
54,1,1500
51,1,285
51,1,600
31,1,750
46,1,600
26,1,2100
53,1,600
20,1,1500
32,0,646
32,0,819
74,1,600
54,1,1500
55,1,900
54,1,1500
74,1,600
59,1,305
59,1,600
18,1,2400
19,1,1200
53,1,600
51,1,690
51,1,600
54,1,1500
41,0,585
41,0,600
53,1,600
51,1,855
51,1,600
22,1,1650
51,1,1500
17,1,900
65,1,1650
51,0,900
39,0,900
40,1,1800
64,1,450
24,0,1145
71,1,900
74,1,900
48,1,1200
39,0,1200
44,0,1200
46,0,670
46,0,600
58,1,450
1,1,1500
7,0,2400
68,1,1500
56,1,1200
46,1,1050
56,1,1200
50,0,1500
1,1,3000
46,1,1500
53,1,1200
53,1,1500
39,1,1200
51,1,600
63,1,600
28,1,1500
25,1,1500
55,1,600
51,1,600
25,0,2400
20,0,1500
22,0,1500
27,0,1500
27,1,985
27,1,1010
42,0,1500
51,1,600
51,1,1500
51,1,600
26,0,1500
37,1,819
37,1,666
53,1,600
43,0,2400
50,1,5
50,1,600
30,1,1500
63,0,750
47,1,1500
54,0,1500
44,1,600
24,0,3000
29,0,1050
46,0,1200
57,0,265
57,0,600
54,0,600
56,0,600
67,1,600
59,0,900
61,1,750
65,1,50
65,1,600
19,1,1500
60,0,1200
57,1,630
57,1,600
19,1,1398
47,1,3000
31,0,321
31,0,854
33,0,1050
27,0,1010
73,1,600
70,1,600
62,1,1200
63,1,1200
64,1,2400
55,0,600
31,0,1200
50,1,1500
9,0,4200
60,1,600
62,1,600
44,0,3000
65,0,600
63,1,600
53,1,1500
36,0,3000
41,0,2400
26,1,2100
58,1,1200
57,0,1050
45,1,755
45,1,600
63,0,600
56,0,600
63,1,900
29,0,1337
29,0,928
59,1,1500
66,1,600
26,0,1200
58,1,1200
32,0,2400
2,0,4200
4,0,4200
48,0,710
48,0,600
67,1,600
65,1,600
65,1,190
65,1,600
44,1,1500
54,0,1200
50,1,1500
28,1,1200
69,1,600
31,0,3000
28,0,2400
51,1,855
51,1,600
61,0,370
61,0,600
50,0,1200
44,1,1500
47,0,900
48,0,900
62,0,435
62,0,600
60,0,1500
43,1,685
43,1,600
59,1,600
48,0,20
48,0,600
29,1,1650
60,0,600
25,1,1098
54,0,1200
27,0,1010
62,0,210
62,0,600
58,1,600
54,1,1200
62,1,900
64,1,600
47,1,3000
64,1,900
32,0,1500
24,0,1500
52,1,600
50,1,600
29,1,162
29,1,928
24,1,1500
62,0,600
40,1,1800
33,0,2400
46,1,600
55,1,900
49,1,600
50,0,600
23,1,1500
45,0,1500
53,0,2100
51,0,600
32,0,1500
29,0,1500
38,1,3000
37,1,3000
60,1,610
60,1,600
55,0,2400
23,1,3600
54,1,570
54,1,600
22,0,1800
64,1,50
64,1,600
59,0,600
45,0,1200
57,1,600
46,0,1500
22,0,1217
22,0,1243
32,1,1106
32,1,819
47,0,1200
2,0,1500
12,0,1500
34,0,3000
58,0,1200
50,0,1500
37,1,1500
45,0,2400
30,0,1800
29,0,1500
48,0,600
33,0,1350
26,1,1500
36,0,1350
55,0,1500
54,0,1500
56,0,1500
54,0,1500
38,0,1500
60,0,900
55,0,600
50,1,320
50,1,600
49,1,2100
32,1,900
57,0,955
57,0,600
51,0,435
51,0,600
49,0,900
33,0,169
33,0,786
11,0,1800
17,0,1800
38,0,1800
50,0,1500
54,1,2100
18,0,1500
58,1,1200
4,0,1200
48,1,125
48,1,600
39,1,900
48,1,125
48,1,600
62,0,600
50,0,525
50,0,600
61,0,900
56,0,1060
56,0,600
46,0,1500
58,0,600
33,0,604
33,0,786
42,0,600
59,1,900
56,0,600
54,1,600
54,1,110
22,0,1500
74,0,1050
18,1,1800
58,0,600
61,0,1050
70,0,1050
56,0,330
56,0,600
47,0,50
47,0,600
14,1,3000
36,1,900
45,0,125
45,0,600
27,0,1500
37,0,666
41,1,2700
41,1,900
62,0,600
60,0,65
60,0,600
39,0,728
39,0,612
21,0,1295
10,0,2400
31,0,1500
33,0,1500
42,0,1035
42,0,600
39,0,612
67,1,750
60,0,1200
18,0,1500
1,0,1500
46,0,885
46,0,600
22,0,3000
53,1,2400
44,0,600
54,0,1500
35,0,3000
59,0,600
50,0,600
38,1,638
21,0,1500
61,1,600
49,0,1500
72,0,750
46,1,1500
43,0,2400
42,0,600
37,0,1514
37,0,666
30,0,890
50,0,1050
55,1,480
55,1,600
53,1,655
53,1,600
28,0,968
34,0,1200
58,0,1200
51,1,1500
45,0,1500
55,0,600
69,0,600
40,1,1050
27,0,275
27,0,1010
31,0,201
31,0,854
49,0,75
49,0,600
57,0,900
46,0,1500
46,0,455
46,0,600
29,0,928
49,1,1500
38,0,2400
48,0,1200
49,0,600
49,0,3000
32,0,186
32,0,819
44,0,600
51,0,450
51,0,600
50,0,1800
13,0,1800
47,0,600
45,0,600
66,0,600
37,0,1200
28,0,1500
51,0,1500
48,0,1500
52,0,380
52,0,600
30,0,1500
1,0,3000
39,0,748
39,0,612
35,0,1500
57,1,900
53,1,600
40,1,600
40,1,2400
52,0,600
30,0,1350
49,0,440
49,0,600
58,0,690
58,0,600
47,0,385
47,0,600
49,0,900
57,0,265
57,0,600
60,0,325
60,0,600
47,0,795
47,0,600
66,0,600
53,0,1500
33,0,786
46,0,1800
67,1,600
25,0,1500
21,0,1500
26,0,1500
46,0,3000
55,1,1500
41,0,3000
67,0,600
44,1,2400
47,1,1800
27,0,1500
26,0,1500
58,0,1500
52,0,1200
56,0,1200
65,0,1200
27,0,2400
26,0,1050
44,0,1500
42,0,3000
60,1,1200
48,0,3000
27,0,900
69,0,600
24,0,2400
42,0,3000
14,0,1500
17,0,1500
39,0,378
39,0,612
61,0,600
35,0,247
35,0,723
46,1,455
46,1,600
65,1,190
65,1,600
38,0,2400
57,0,330
57,0,600
59,0,600
59,0,220
7,0,2400
65,1,190
65,1,600
42,0,2400
61,1,1500
2,0,2400
31,0,2400
5,0,2400
46,1,240
46,1,600
26,0,1500
55,0,600
51,0,600
49,0,1500
57,0,1500
46,0,1500
29,0,1500
54,0,1050
31,0,1200
43,1,1500
58,1,600
58,1,690
46,0,1500
48,0,4200
55,0,1500
31,0,2250
62,0,1200
49,0,625
49,0,600
50,0,525
50,0,600
52,0,755
52,0,600
50,0,5
50,0,600
1,0,3600
55,0,1950
48,0,1500
22,0,1243
58,0,1200
50,0,1200
28,0,1500
19,0,2462
19,0,1398
64,0,600
45,0,600
27,0,1500
36,0,694
36,0,1606
60,0,600
38,0,2400
59,0,600
67,1,600
23,1,900
29,0,2400
26,0,1053
51,0,1500
50,0,1500
36,0,1050
46,0,3000
52,0,1800
20,0,4200
37,0,1500
35,0,1800
35,0,1800
61,1,600
51,0,1500
13,0,1800
52,0,1050
53,0,1200
50,0,1200
61,0,300
61,0,600
20,0,1354
20,0,1346
24,1,1145
24,1,325
36,0,3000
59,0,1800
17,0,1500
26,0,1053
46,0,1800
43,0,1050
49,0,1200
50,0,1200
51,0,1500
34,0,3600
58,0,1500
28,0,2400
30,0,890
57,0,1500
52,0,2100
57,0,2100
48,0,1800
34,0,1050
64,0,600
56,0,1500
60,0,750
46,0,1950
51,0,1950
25,0,1500
42,0,1500
46,0,2250
28,0,252
28,0,968
33,0,3000
40,0,1200
50,0,1200
50,0,1200
47,0,3000
58,0,600
35,0,147
35,0,723
53,0,1500
26,0,3000
47,0,1050
35,0,1200
62,0,210
62,0,600
32,0,1500
41,0,585
41,0,600
29,0,2400
50,0,2100
51,0,1500
61,0,600
59,0,600
24,0,1500
37,0,450
49,0,1500
56,0,385
56,0,600
25,0,4200
51,0,600
58,0,900
20,0,1346
44,0,545
44,0,600
38,0,1427
38,0,638
50,0,320
50,0,600
58,0,1200
52,0,610
52,0,600
22,0,1500
69,0,600
47,0,1200
45,0,1200
15,0,1200
31,0,1200
19,0,1500
42,0,1800
33,0,786
51,0,1500
45,0,900
29,1,2400
49,0,900
60,0,600
48,0,900
48,0,1020
35,0,1200
24,0,1145
49,0,440
49,0,600
51,0,1500
55,0,1500
56,0,1200
31,0,854
55,0,600
56,0,600
32,0,819
52,0,600
40,0,550
40,0,600
38,0,637
38,0,638
53,0,3000
49,1,440
49,1,600
30,0,1500
56,0,385
56,0,600
50,0,1500
40,0,1800
50,0,4200
24,0,1650
55,0,600
48,0,900
27,0,900
27,0,1010
26,0,1800
56,0,1500
23,0,1193
54,0,1500
62,0,600
20,0,1346
34,0,1500
51,0,2250
1,0,3000
52,0,3000
35,0,1500
21,0,1650
16,0,3000
21,0,3000
50,0,1200
49,0,900
57,0,600
20,1,1800
48,0,1800
28,0,968
59,0,1200
60,0,600
40,0,1200
43,0,435
43,0,600
42,0,505
42,0,600
44,0,1200
47,0,600
28,0,1417
28,0,968
53,0,450
47,0,600
32,0,2400
24,0,1075
24,0,1145
63,1,600
63,1,350
63,0,600
40,0,1200
48,0,45
48,0,600
46,0,1950
45,0,1500
42,0,1050
46,0,1500
44,0,1500
40,0,1200
26,0,1050
24,0,900
2,0,1800
32,0,1800
48,0,710
48,0,600
55,0,600
49,1,600
45,0,1800
38,1,1500
43,0,935
43,0,600
40,0,1500
8,0,1500
53,0,600
57,0,1500
49,0,2250
40,0,600
56,0,1050
53,0,3000
60,1,1050
60,0,1050
52,0,1500
33,0,1200
46,0,600
46,0,885
46,0,600
47,0,1800
1,0,1200
50,0,1500
60,0,600
60,0,455
76,0,600
60,0,1500
25,0,900
48,0,1500
35,0,1200
48,0,2250
61,0,520
61,0,600
40,0,670
40,0,600
46,0,275
46,0,600
46,0,885
46,0,600
1,0,1500
4,0,3600
39,0,2400
40,0,600
40,0,670
32,0,1350
19,0,382
19,0,1398
48,0,180
48,0,600
33,0,2400
59,0,600
30,0,1500
36,0,1500
54,0,1800
24,0,1800
54,0,600
46,0,600
41,0,1800
29,0,928
53,0,600
56,0,600
53,0,600
55,0,1500
35,0,922
35,0,723
51,1,1500
24,0,1200
57,0,600
61,1,1500
58,0,600
49,0,625
49,0,600
54,1,900
57,0,600
57,0,600
70,0,600
35,0,723
51,0,600
61,0,1500
64,0,600
53,0,1500
27,0,1500
51,0,1200
51,0,600
51,0,1200
51,0,600
36,0,1241
36,0,694
65,0,600
59,0,150
59,0,600
64,0,1500
47,0,1800
40,1,1500
35,0,3000
27,0,1500
18,0,1500
40,1,1500
49,0,2400
42,0,2100
42,0,2100
47,0,600
36,0,506
36,0,694
49,0,600
19,0,382
19,0,1398
60,0,3000
17,0,1500
32,0,1500
34,0,1500
3,0,1500
8,0,1500
56,0,1500
24,0,80
24,0,1145
61,0,600
61,0,370
61,0,600
58,0,1500
60,0,2400
59,0,600
57,0,600
58,0,600
52,0,3000
45,0,1650
47,0,175
47,0,600
52,0,450
47,0,1500
27,0,1010
24,1,700
24,1,1145
53,0,1500
66,0,750
60,0,3000
55,0,600
55,0,1800
52,0,1800
68,0,1500
24,0,1200
18,0,1800
33,1,786
66,0,600
59,0,600
54,0,1350
55,0,600
22,0,1243
54,0,1500
51,0,2100
54,1,600
27,0,1200
34,0,1500
54,0,3000
50,0,900
24,0,2400
63,0,900
51,0,600
47,0,600
47,0,385
44,0,365
44,0,600
52,0,1500
26,0,487
26,0,1053
54,0,600
42,0,3000
37,0,1500
52,0,1500
50,0,1050
35,0,922
35,0,723
56,0,1500
49,0,1800
57,0,1500
1,0,4200
48,0,600
54,0,600
70,0,3000
54,0,1500
46,0,1500
38,0,1427
38,0,638
38,0,1200
46,0,455
46,0,600
21,0,1295
21,0,85
68,1,1350
59,0,150
59,0,600
54,0,600
54,0,110
63,0,600
40,0,1800
45,0,530
45,0,600
55,0,3000
